"","x"
"133698","17432.52"
"133699","17432.54"
"133700","17433.01"
"133701","17433.02"
"133702","17433.03"
"133703","17433.04"
"133704","17433.05"
"133705","17433.13"
"133706","17433.14"
"133707","17433.18"
"133708","17433.19"
"133709","17433.24"
"133710","17433.26"
"133711","17433.32"
"133712","17433.35"
"133713","17433.43"
"133714","17433.45"
"133715","17433.47"
"133716","17433.52"
"133717","17433.53"
"133718","17434"
"133719","17434.08"
"133720","17434.16"
"133721","17434.21"
"133722","17434.23"
"133723","17434.28"
"133724","17434.31"
"133725","17434.44"
"133726","17434.51"
"133727","17434.56"
"133728","17434.57"
"133729","17435.03"
"133730","17435.04"
"133731","17435.07"
"133732","17435.14"
"133733","17435.22"
"133734","17435.24"
"133735","17435.26"
"133736","17435.27"
"133737","17435.35"
"133738","17435.41"
"133739","17435.43"
"133740","17435.44"
"133741","17435.46"
"133742","17435.51"
"133743","17436.01"
"133744","17436.03"
"133745","17436.06"
"133746","17436.07"
"133747","17436.12"
"133748","17436.14"
"133749","17436.16"
"133750","17436.18"
"133751","17436.19"
"133752","17436.24"
"133753","17436.26"
"133754","17436.29"
"133755","17436.38"
"133756","17436.41"
"133757","17436.43"
"133758","17436.44"
"133759","17436.45"
"133760","17436.46"
"133761","17436.47"
"133762","17436.52"
"133763","17436.53"
"133764","17436.58"
"133765","17436.59"
"133766","17437"
"133767","17437.03"
"133768","17437.18"
"133769","17437.28"
"133770","17437.35"
"133771","17437.44"
"133772","17438.03"
"133773","17438.05"
"133774","17438.07"
"133775","17438.23"
"133776","17438.25"
"133777","17438.26"
"133778","17438.27"
"133779","17438.28"
"133780","17438.29"
"133781","17438.32"
"133782","17438.37"
"133783","17438.52"
"133784","17438.54"
"133785","17438.58"
"133786","17439.01"
"133787","17439.03"
"133788","17439.04"
"133789","17439.05"
"133790","17439.15"
"133791","17439.46"
"133792","17439.52"
"133793","17440.05"
"133794","17440.31"
"133795","17441.05"
"133796","17441.15"
"133797","17441.19"
"133798","17441.26"
"133799","17441.27"
"133800","17441.41"
"133801","17441.44"
"133802","17441.45"
"133803","17441.51"
"133804","17441.57"
"133805","17443"
"133806","17443.01"
"133807","17443.03"
"133808","17443.05"
"133809","17443.15"
"133810","17443.28"
"133811","17443.42"
"133812","17443.52"
"133813","17443.53"
"133814","17443.56"
"133815","17443.59"
"133816","17444"
"133817","17444.04"
"133818","17444.05"
"133819","17444.18"
"133820","17444.21"
"133821","17444.24"
"133822","17444.26"
"133823","17444.28"
"133824","17445.01"
"133825","17445.03"
"133826","17445.06"
"133827","17445.07"
"133828","17445.13"
"133829","17445.14"
"133830","17445.21"
"133831","17445.22"
"133832","17445.24"
"133833","17445.26"
"133834","17445.33"
"133835","17445.35"
"133836","17445.38"
"133837","17445.39"
"133838","17445.41"
"133839","17445.42"
"133840","17445.43"
"133841","17445.46"
"133842","17445.47"
"133843","17445.48"
"133844","17445.49"
"133845","17445.52"
"133846","17445.59"
"133847","17446.01"
"133848","17446.03"
"133849","17446.05"
"133850","17446.06"
"133851","17446.07"
"133852","17446.14"
"133853","17446.15"
"133854","17446.16"
"133855","17446.22"
"133856","17446.28"
"133857","17446.29"
"133858","17446.37"
"133859","17446.47"
"133860","17446.53"
"133861","17447.18"
"133862","17448.01"
"133863","17448.03"
"133864","17448.05"
"133865","17448.15"
"133866","17448.16"
"133867","17448.44"
"133868","17448.47"
"133869","17448.59"
"133870","17449.01"
"133871","17449.03"
"133872","17449.04"
"133873","17449.13"
"133874","17449.14"
"133875","17449.16"
"133876","17449.24"
"133877","17449.29"
"133878","17449.37"
"133879","17449.46"
"133880","17449.49"
"133881","17449.51"
"133882","17449.53"
"133883","17450.54"
"133884","17451.02"
"133885","17451.04"
"133886","17451.06"
"133887","17451.25"
"133888","17451.26"
"133889","17451.57"
"133890","17451.58"
"133891","17452"
"133892","17452.01"
"133893","17452.02"
"133894","17452.05"
"133895","17452.06"
"133896","17452.23"
"133897","17452.27"
"133898","17452.29"
"133899","17452.41"
"133900","17452.43"
"133901","17452.45"
"133902","17452.46"
"133903","17453.06"
"133904","17453.24"
"133905","17454.03"
"133906","17454.54"
"133907","17455"
"133908","17455.01"
"133909","17455.03"
"133910","17455.05"
"133911","17455.08"
"133912","17455.13"
"133913","17455.15"
"133914","17455.16"
"133915","17455.27"
"133916","17455.29"
"133917","17455.41"
"133918","17455.58"
"133919","17455.59"
"133920","17456.05"
"133921","17456.14"
"133922","17456.27"
"133923","17456.28"
"133924","17456.29"
"133925","17456.43"
"133926","17456.57"
"133927","17457.01"
"133928","17457.04"
"133929","17457.05"
"133930","17457.14"
"133931","17457.15"
"133932","17457.16"
"133933","17457.24"
"133934","17457.26"
"133935","17457.29"
"133936","17457.34"
"133937","17457.35"
"133938","17457.41"
"133939","17457.43"
"133940","17457.46"
"133941","17457.49"
"133942","17457.52"
"133943","17457.53"
"133944","17457.59"
"133945","17458.03"
"133946","17458.04"
"133947","17458.05"
"133948","17458.07"
"133949","17458.12"
"133950","17458.14"
"133951","17458.22"
"133952","17458.34"
"133953","17458.39"
"133954","17458.45"
"133955","17458.52"
"133956","17458.53"
"133957","17458.56"
"133958","17459.01"
"133959","17459.04"
"133960","17459.05"
"133961","17459.06"
"133962","17459.12"
"133963","17459.16"
"133964","17459.17"
"133965","17459.24"
"133966","17459.27"
"133967","17459.29"
"133968","17459.38"
"133969","17459.39"
"133970","17459.41"
"133971","17459.43"
"133972","17459.47"
"133973","17459.48"
"133974","17459.52"
"133975","17459.59"
"133976","17460.01"
"133977","17460.02"
"133978","17460.03"
"133979","17460.04"
"133980","17460.05"
"133981","17460.08"
"133982","17460.13"
"133983","17460.14"
"133984","17460.16"
"133985","17460.18"
"133986","17460.19"
"133987","17460.21"
"133988","17460.22"
"133989","17460.23"
"133990","17460.26"
"133991","17460.27"
"133992","17460.29"
"133993","17460.32"
"133994","17460.35"
"133995","17460.37"
"133996","17460.42"
"133997","17460.43"
"133998","17460.44"
"133999","17460.45"
"134000","17460.46"
"134001","17460.59"
"134002","17461.01"
"134003","17461.13"
"134004","17461.17"
"134005","17461.19"
"134006","17461.29"
"134007","17461.32"
"134008","17461.35"
"134009","17461.37"
"134010","17461.38"
"134011","17461.41"
"134012","17461.42"
"134013","17461.43"
"134014","17461.44"
"134015","17461.47"
"134016","17461.48"
"134017","17461.52"
"134018","17461.59"
"134019","17463.01"
"134020","17463.05"
"134021","17463.08"
"134022","17463.25"
"134023","17463.27"
"134024","17463.28"
"134025","17463.35"
"134026","17463.38"
"134027","17463.44"
"134028","17463.46"
"134029","17463.54"
"134030","17464.01"
"134031","17464.03"
"134032","17464.21"
"134033","17464.26"
"134034","17464.28"
"134035","17464.31"
"134036","17464.37"
"134037","17464.38"
"134038","17464.41"
"134039","17464.42"
"134040","17464.51"
"134041","17465.21"
"134042","17465.23"
"134043","17465.25"
"134044","17465.44"
"134045","17465.54"
"134046","17466.16"
"134047","17466.28"
"134048","17466.54"
"134049","17466.56"
"134050","17466.57"
"134051","17467.01"
"134052","17467.06"
"134053","17467.07"
"134054","17467.12"
"134055","17467.14"
"134056","17467.15"
"134057","17467.18"
"134058","17467.22"
"134059","17467.24"
"134060","17467.26"
"134061","17467.28"
"134062","17467.29"
"134063","17467.38"
"134064","17467.45"
"134065","17467.47"
"134066","17467.52"
"134067","17467.54"
"134068","17468.03"
"134069","17468.11"
"134070","17468.15"
"134071","17468.18"
"134072","17468.19"
"134073","17468.24"
"134074","17468.26"
"134075","17468.27"
"134076","17468.28"
"134077","17468.35"
"134078","17468.42"
"134079","17468.44"
"134080","17468.46"
"134081","17468.51"
"134082","17468.54"
"134083","17468.57"
"134084","17469.06"
"134085","17469.07"
"134086","17469.14"
"134087","17469.15"
"134088","17469.16"
"134089","17469.18"
"134090","17469.21"
"134091","17469.22"
"134092","17469.24"
"134093","17469.28"
"134094","17469.35"
"134095","17469.44"
"134096","17469.45"
"134097","17469.46"
"134098","17469.52"
"134099","17469.56"
"134100","17470.01"
"134101","17470.03"
"134102","17470.06"
"134103","17470.07"
"134104","17470.13"
"134105","17470.14"
"134106","17470.15"
"134107","17470.16"
"134108","17470.17"
"134109","17470.18"
"134110","17470.21"
"134111","17470.22"
"134112","17470.24"
"134113","17470.28"
"134114","17470.29"
"134115","17470.35"
"134116","17470.41"
"134117","17470.44"
"134118","17470.45"
"134119","17470.51"
"134120","17470.56"
"134121","17471.16"
"134122","17471.27"
"134123","17471.28"
"134124","17471.37"
"134125","17471.42"
"134126","17471.47"
"134127","17471.54"
"134128","17472"
"134129","17472.03"
"134130","17472.04"
"134131","17472.05"
"134132","17472.08"
"134133","17472.13"
"134134","17472.15"
"134135","17472.27"
"134136","17472.28"
"134137","17472.29"
"134138","17472.31"
"134139","17472.44"
"134140","17472.46"
"134141","17472.47"
"134142","17472.51"
"134143","17472.52"
"134144","17472.57"
"134145","17473"
"134146","17473.03"
"134147","17473.15"
"134148","17473.16"
"134149","17473.23"
"134150","17473.37"
"134151","17473.39"
"134152","17473.41"
"134153","17473.53"
"134154","17474.03"
"134155","17474.05"
"134156","17474.13"
"134157","17474.15"
"134158","17474.19"
"134159","17474.21"
"134160","17474.27"
"134161","17474.43"
"134162","17474.46"
"134163","17474.47"
"134164","17474.51"
"134165","17474.56"
"134166","17474.59"
"134167","17475"
"134168","17475.01"
"134169","17475.03"
"134170","17475.05"
"134171","17475.13"
"134172","17475.15"
"134173","17475.18"
"134174","17475.21"
"134175","17475.26"
"134176","17475.31"
"134177","17475.35"
"134178","17475.39"
"134179","17475.41"
"134180","17475.46"
"134181","17475.52"
"134182","17475.54"
"134183","17475.58"
"134184","17476.06"
"134185","17476.12"
"134186","17476.29"
"134187","17476.31"
"134188","17476.37"
"134189","17476.46"
"134190","17477"
"134191","17477.01"
"134192","17477.03"
"134193","17477.25"
"134194","17477.27"
"134195","17477.54"
"134196","17478"
"134197","17478.04"
"134198","17478.05"
"134199","17478.13"
"134200","17478.23"
"134201","17478.25"
"134202","17478.27"
"134203","17478.31"
"134204","17478.32"
"134205","17478.41"
"134206","17478.54"
"134207","17478.56"
"134208","17478.57"
"134209","17479"
"134210","17479.01"
"134211","17479.06"
"134212","17479.12"
"134213","17479.16"
"134214","17479.24"
"134215","17479.25"
"134216","17479.32"
"134217","17479.37"
"134218","17479.45"
"134219","17479.47"
"134220","17480"
"134221","17480.01"
"134222","17480.08"
"134223","17480.12"
"134224","17481"
"134225","17481.01"
"134226","17481.08"
"134227","17481.13"
"134228","17481.34"
"134229","17482.01"
"134230","17482.14"
"134231","17482.32"
"134232","17482.44"
"134233","17482.48"
"134234","17482.51"
"134235","17483"
"134236","17483.05"
"134237","17483.29"
"134238","17483.35"
"134239","17483.42"
"134240","17483.46"
"134241","17483.58"
"134242","17484.17"
"134243","17484.31"
"134244","17484.37"
"134245","17484.42"
"134246","17484.45"
"134247","17484.54"
"134248","17484.58"
"134249","17485.19"
"134250","17485.25"
"134251","17485.27"
"134252","17485.31"
"134253","17485.41"
"134254","17485.47"
"134255","17485.57"
"134256","17486.03"
"134257","17486.05"
"134258","17486.06"
"134259","17486.14"
"134260","17486.17"
"134261","17486.18"
"134262","17486.21"
"134263","17486.45"
"134264","17486.46"
"134265","17486.48"
"134266","17486.52"
"134267","17486.53"
"134268","17487.05"
"134269","17487.07"
"134270","17487.19"
"134271","17487.21"
"134272","17487.24"
"134273","17487.25"
"134274","17487.29"
"134275","17487.35"
"134276","17487.38"
"134277","17487.42"
"134278","17487.44"
"134279","17487.45"
"134280","17487.53"
"134281","17487.56"
"134282","17487.57"
"134283","17488.25"
"134284","17488.27"
"134285","17488.31"
"134286","17488.44"
"134287","17488.57"
"134288","17489.01"
"134289","17489.03"
"134290","17489.05"
"134291","17489.07"
"134292","17489.08"
"134293","17489.13"
"134294","17489.14"
"134295","17489.15"
"134296","17489.29"
"134297","17489.41"
"134298","17489.42"
"134299","17489.44"
"134300","17490"
"134301","17490.01"
"134302","17490.03"
"134303","17490.05"
"134304","17490.08"
"134305","17490.13"
"134306","17490.14"
"134307","17490.18"
"134308","17490.23"
"134309","17490.29"
"134310","17490.37"
"134311","17490.52"
"134312","17490.58"
"134313","17490.59"
"134314","17491"
"134315","17491.01"
"134316","17491.03"
"134317","17491.04"
"134318","17491.05"
"134319","17491.12"
"134320","17491.13"
"134321","17491.15"
"134322","17491.47"
"134323","17492.37"
"134324","17493.03"
"134325","17493.14"
"134326","17493.15"
"134327","17493.17"
"134328","17493.21"
"134329","17493.27"
"134330","17493.28"
"134331","17493.29"
"134332","17493.35"
"134333","17493.44"
"134334","17493.45"
"134335","17493.52"
"134336","17493.53"
"134337","17493.54"
"134338","17493.56"
"134339","17494.46"
"134340","17495.01"
"134341","17495.03"
"134342","17495.04"
"134343","17495.05"
"134344","17495.13"
"134345","17495.14"
"134346","17495.15"
"134347","17495.18"
"134348","17495.19"
"134349","17495.21"
"134350","17495.22"
"134351","17495.31"
"134352","17495.37"
"134353","17495.42"
"134354","17495.47"
"134355","17495.54"
"134356","17495.57"
"134357","17496.03"
"134358","17496.05"
"134359","17496.21"
"134360","17496.27"
"134361","17496.28"
"134362","17496.43"
"134363","17496.56"
"134364","17497"
"134365","17497.03"
"134366","17497.05"
"134367","17497.07"
"134368","17497.12"
"134369","17497.13"
"134370","17497.16"
"134371","17497.18"
"134372","17497.21"
"134373","17497.22"
"134374","17497.26"
"134375","17497.27"
"134376","17497.29"
"134377","17497.37"
"134378","17497.53"
"134379","17497.57"
"134380","17499.01"
"134381","17499.12"
"134382","17499.16"
"134383","17499.26"
"134384","17499.35"
"134385","17499.37"
"134386","17499.43"
"134387","17500.01"
"134388","17500.02"
"134389","17500.14"
"134390","17500.15"
"134391","17500.17"
"134392","17500.18"
"134393","17500.19"
"134394","17500.21"
"134395","17500.22"
"134396","17500.26"
"134397","17500.29"
"134398","17500.33"
"134399","17500.35"
"134400","17500.43"
"134401","17500.47"
"134402","17500.51"
"134403","17500.58"
"134404","17501.04"
"134405","17501.05"
"134406","17501.19"
"134407","17501.22"
"134408","17501.27"
"134409","17501.28"
"134410","17501.29"
"134411","17501.31"
"134412","17501.35"
"134413","17501.37"
"134414","17501.42"
"134415","17501.43"
"134416","17501.45"
"134417","17501.48"
"134418","17501.54"
"134419","17501.57"
"134420","17501.58"
"134421","17502.03"
"134422","17502.07"
"134423","17502.13"
"134424","17502.25"
"134425","17502.44"
"134426","17502.45"
"134427","17502.51"
"134428","17502.52"
"134429","17502.58"
"134430","17502.59"
"134431","17503.01"
"134432","17503.02"
"134433","17503.03"
"134434","17503.04"
"134435","17503.05"
"134436","17503.13"
"134437","17503.15"
"134438","17503.16"
"134439","17503.17"
"134440","17503.21"
"134441","17503.26"
"134442","17503.39"
"134443","17503.53"
"134444","17504.26"
"134445","17504.28"
"134446","17504.42"
"134447","17504.56"
"134448","17505.01"
"134449","17505.03"
"134450","17505.06"
"134451","17505.07"
"134452","17505.08"
"134453","17505.18"
"134454","17505.23"
"134455","17505.43"
"134456","17505.44"
"134457","17505.45"
"134458","17505.52"
"134459","17505.58"
"134460","17505.59"
"134461","17506"
"134462","17506.01"
"134463","17506.03"
"134464","17506.05"
"134465","17506.15"
"134466","17506.44"
"134467","17506.46"
"134468","17506.47"
"134469","17506.57"
"134470","17506.58"
"134471","17506.59"
"134472","17507.21"
"134473","17507.25"
"134474","17507.31"
"134475","17507.54"
"134476","17507.56"
"134477","17507.57"
"134478","17508.15"
"134479","17508.28"
"134480","17508.31"
"134481","17508.53"
"134482","17509.01"
"134483","17509.24"
"134484","17509.31"
"134485","17509.56"
"134486","17509.57"
"134487","17509.58"
"134488","17510.01"
"134489","17510.03"
"134490","17510.05"
"134491","17510.06"
"134492","17510.12"
"134493","17510.13"
"134494","17510.15"
"134495","17510.18"
"134496","17510.19"
"134497","17510.28"
"134498","17510.29"
"134499","17510.38"
"134500","17510.41"
"134501","17510.48"
"134502","17510.51"
"134503","17510.58"
"134504","17511.31"
"134505","17511.57"
"134506","17512.31"
"134507","17513.19"
"134508","17513.25"
"134509","17513.56"
"134510","17513.58"
"134511","17514.19"
"134512","17514.25"
"134513","17514.28"
"134514","17514.56"
"134515","17514.58"
"134516","17515.14"
"134517","17515.19"
"134518","17515.57"
"134519","17515.58"
"134520","17516.19"
"134521","17516.54"
"134522","17516.56"
"134523","17516.58"
"134524","17517.15"
"134525","17517.24"
"134526","17517.25"
"134527","17517.57"
"134528","17517.58"
"134529","17518.25"
"134530","17518.31"
"134531","17518.37"
"134532","17518.44"
"134533","17518.54"
"134534","17519.01"
"134535","17519.03"
"134536","17519.07"
"134537","17519.16"
"134538","17519.17"
"134539","17519.19"
"134540","17519.21"
"134541","17519.24"
"134542","17519.43"
"134543","17519.44"
"134544","17519.45"
"134545","17519.46"
"134546","17519.51"
"134547","17519.53"
"134548","17520.02"
"134549","17520.03"
"134550","17520.07"
"134551","17520.14"
"134552","17520.17"
"134553","17520.21"
"134554","17520.24"
"134555","17520.41"
"134556","17520.43"
"134557","17520.45"
"134558","17520.46"
"134559","17520.51"
"134560","17520.53"
"134561","17520.56"
"134562","17520.58"
"134563","17521.01"
"134564","17521.03"
"134565","17521.07"
"134566","17521.21"
"134567","17521.24"
"134568","17521.29"
"134569","17521.43"
"134570","17521.45"
"134571","17521.46"
"134572","17521.51"
"134573","17521.53"
"134574","17521.56"
"134575","17521.58"
"134576","17522.03"
"134577","17522.07"
"134578","17522.16"
"134579","17522.21"
"134580","17522.24"
"134581","17522.29"
"134582","17522.35"
"134583","17522.43"
"134584","17522.45"
"134585","17522.46"
"134586","17522.51"
"134587","17522.53"
"134588","17522.56"
"134589","17522.58"
"134590","17523.03"
"134591","17523.07"
"134592","17523.18"
"134593","17523.22"
"134594","17523.24"
"134595","17523.29"
"134596","17523.35"
"134597","17523.43"
"134598","17523.45"
"134599","17523.46"
"134600","17523.53"
"134601","17523.56"
"134602","17523.58"
"134603","17523.59"
"134604","17524.01"
"134605","17524.06"
"134606","17524.12"
"134607","17524.25"
"134608","17525.27"
"134609","17525.37"
"134610","17525.44"
"134611","17526.03"
"134612","17526.05"
"134613","17526.13"
"134614","17526.21"
"134615","17526.23"
"134616","17526.27"
"134617","17526.29"
"134618","17526.32"
"134619","17526.35"
"134620","17526.46"
"134621","17526.52"
"134622","17526.56"
"134623","17527"
"134624","17527.01"
"134625","17527.02"
"134626","17527.08"
"134627","17527.12"
"134628","17527.33"
"134629","17528.25"
"134630","17528.28"
"134631","17528.54"
"134632","17529.03"
"134633","17529.04"
"134634","17529.05"
"134635","17529.12"
"134636","17529.13"
"134637","17529.16"
"134638","17529.18"
"134639","17529.28"
"134640","17529.29"
"134641","17529.38"
"134642","17529.42"
"134643","17529.51"
"134644","17529.52"
"134645","17529.53"
"134646","17530"
"134647","17530.01"
"134648","17530.03"
"134649","17530.04"
"134650","17530.18"
"134651","17530.19"
"134652","17530.31"
"134653","17530.41"
"134654","17530.42"
"134655","17530.44"
"134656","17530.57"
"134657","17531.05"
"134658","17531.15"
"134659","17531.25"
"134660","17531.37"
"134661","17531.54"
"134662","17531.57"
"134663","17531.58"
"134664","17532"
"134665","17532.01"
"134666","17532.31"
"134667","17532.37"
"134668","17532.38"
"134669","17532.42"
"134670","17532.51"
"134671","17533"
"134672","17533.01"
"134673","17533.02"
"134674","17533.03"
"134675","17533.04"
"134676","17533.05"
"134677","17533.15"
"134678","17533.23"
"134679","17533.27"
"134680","17533.29"
"134681","17533.35"
"134682","17533.37"
"134683","17533.41"
"134684","17533.57"
"134685","17534"
"134686","17534.05"
"134687","17534.06"
"134688","17534.14"
"134689","17534.16"
"134690","17534.18"
"134691","17534.22"
"134692","17534.24"
"134693","17534.25"
"134694","17534.27"
"134695","17534.31"
"134696","17534.37"
"134697","17534.47"
"134698","17534.49"
"134699","17534.54"
"134700","17534.57"
"134701","17534.59"
"134702","17535.03"
"134703","17535.04"
"134704","17535.06"
"134705","17535.13"
"134706","17535.16"
"134707","17535.18"
"134708","17535.19"
"134709","17535.27"
"134710","17535.28"
"134711","17535.37"
"134712","17535.41"
"134713","17535.42"
"134714","17535.45"
"134715","17535.51"
"134716","17535.53"
"134717","17536"
"134718","17536.01"
"134719","17536.03"
"134720","17536.04"
"134721","17536.13"
"134722","17536.18"
"134723","17536.21"
"134724","17536.35"
"134725","17536.41"
"134726","17536.51"
"134727","17536.56"
"134728","17536.57"
"134729","17537"
"134730","17537.01"
"134731","17537.03"
"134732","17537.19"
"134733","17537.32"
"134734","17537.41"
"134735","17537.42"
"134736","17537.56"
"134737","17537.57"
"134738","17538.25"
"134739","17538.54"
"134740","17538.56"
"134741","17539.02"
"134742","17539.05"
"134743","17539.06"
"134744","17539.18"
"134745","17539.19"
"134746","17539.22"
"134747","17539.26"
"134748","17539.31"
"134749","17539.32"
"134750","17539.35"
"134751","17539.42"
"134752","17539.45"
"134753","17539.56"
"134754","17540.12"
"134755","17541.28"
"134756","17541.43"
"134757","17541.54"
"134758","17542"
"134759","17542.01"
"134760","17542.03"
"134761","17542.13"
"134762","17542.16"
"134763","17542.23"
"134764","17542.25"
"134765","17542.28"
"134766","17542.42"
"134767","17542.44"
"134768","17542.56"
"134769","17542.57"
"134770","17543"
"134771","17543.01"
"134772","17543.02"
"134773","17543.03"
"134774","17543.05"
"134775","17543.14"
"134776","17543.16"
"134777","17543.18"
"134778","17543.29"
"134779","17543.35"
"134780","17543.42"
"134781","17543.43"
"134782","17543.47"
"134783","17543.52"
"134784","17543.53"
"134785","17543.58"
"134786","17544.03"
"134787","17544.04"
"134788","17544.07"
"134789","17544.15"
"134790","17544.21"
"134791","17544.22"
"134792","17544.41"
"134793","17544.43"
"134794","17544.51"
"134795","17544.52"
"134796","17544.53"
"134797","17544.57"
"134798","17544.58"
"134799","17545.03"
"134800","17545.08"
"134801","17545.14"
"134802","17545.15"
"134803","17545.19"
"134804","17545.23"
"134805","17545.29"
"134806","17545.41"
"134807","17545.44"
"134808","17545.47"
"134809","17545.52"
"134810","17546"
"134811","17546.03"
"134812","17546.05"
"134813","17546.07"
"134814","17546.13"
"134815","17546.19"
"134816","17546.25"
"134817","17546.27"
"134818","17546.32"
"134819","17546.35"
"134820","17546.37"
"134821","17546.42"
"134822","17546.47"
"134823","17546.51"
"134824","17547.01"
"134825","17547.02"
"134826","17547.03"
"134827","17547.04"
"134828","17547.08"
"134829","17547.13"
"134830","17547.16"
"134831","17547.18"
"134832","17547.28"
"134833","17547.35"
"134834","17547.47"
"134835","17547.52"
"134836","17547.59"
"134837","17548.01"
"134838","17548.05"
"134839","17548.15"
"134840","17548.19"
"134841","17548.26"
"134842","17548.28"
"134843","17548.38"
"134844","17548.39"
"134845","17548.41"
"134846","17548.42"
"134847","17548.54"
"134848","17548.56"
"134849","17548.57"
"134850","17549.01"
"134851","17549.03"
"134852","17549.05"
"134853","17549.07"
"134854","17549.13"
"134855","17549.15"
"134856","17549.16"
"134857","17549.18"
"134858","17549.26"
"134859","17549.27"
"134860","17549.28"
"134861","17549.29"
"134862","17549.41"
"134863","17549.42"
"134864","17549.46"
"134865","17549.47"
"134866","17549.56"
"134867","17549.57"
"134868","17549.58"
"134869","17550.01"
"134870","17551.03"
"134871","17551.18"
"134872","17551.21"
"134873","17551.29"
"134874","17551.35"
"134875","17551.37"
"134876","17551.41"
"134877","17551.42"
"134878","17551.45"
"134879","17551.47"
"134880","17552.13"
"134881","17552.54"
"134882","17552.57"
"134883","17553.05"
"134884","17553.06"
"134885","17553.07"
"134886","17553.12"
"134887","17553.14"
"134888","17553.17"
"134889","17553.18"
"134890","17553.25"
"134891","17553.35"
"134892","17553.43"
"134893","17553.44"
"134894","17553.46"
"134895","17553.54"
"134896","17553.59"
"134897","17554"
"134898","17554.05"
"134899","17554.07"
"134900","17554.12"
"134901","17554.14"
"134902","17554.16"
"134903","17554.17"
"134904","17554.18"
"134905","17554.29"
"134906","17554.32"
"134907","17554.45"
"134908","17554.53"
"134909","17554.56"
"134910","17555.03"
"134911","17555.18"
"134912","17555.19"
"134913","17555.28"
"134914","17555.42"
"134915","17555.57"
"134916","17555.58"
"134917","17556.03"
"134918","17556.14"
"134919","17556.18"
"134920","17556.19"
"134921","17556.23"
"134922","17556.24"
"134923","17556.26"
"134924","17556.28"
"134925","17556.29"
"134926","17556.32"
"134927","17556.37"
"134928","17556.44"
"134929","17556.47"
"134930","17556.51"
"134931","17556.57"
"134932","17557.04"
"134933","17557.05"
"134934","17557.32"
"134935","17557.35"
"134936","17557.37"
"134937","17557.42"
"134938","17557.52"
"134939","17558"
"134940","17558.37"
"134941","17559.25"
"134942","17559.31"
"134943","17560"
"134944","17560.03"
"134945","17560.04"
"134946","17560.05"
"134947","17560.07"
"134948","17560.13"
"134949","17560.16"
"134950","17560.19"
"134951","17560.25"
"134952","17560.31"
"134953","17560.35"
"134954","17560.41"
"134955","17560.42"
"134956","17560.43"
"134957","17560.44"
"134958","17560.45"
"134959","17560.46"
"134960","17560.47"
"134961","17560.53"
"134962","17560.56"
"134963","17560.57"
"134964","17560.58"
"134965","17561"
"134966","17561.01"
"134967","17561.03"
"134968","17561.04"
"134969","17561.05"
"134970","17561.14"
"134971","17561.15"
"134972","17561.41"
"134973","17561.43"
"134974","17561.46"
"134975","17561.58"
"134976","17561.59"
"134977","17562.01"
"134978","17562.03"
"134979","17562.06"
"134980","17562.21"
"134981","17562.25"
"134982","17562.27"
"134983","17562.29"
"134984","17562.42"
"134985","17562.56"
"134986","17562.58"
"134987","17562.59"
"134988","17563.04"
"134989","17563.41"
"134990","17563.54"
"134991","17563.57"
"134992","17564"
"134993","17564.01"
"134994","17564.02"
"134995","17564.03"
"134996","17564.04"
"134997","17564.05"
"134998","17564.13"
"134999","17564.14"
"135000","17564.16"
"135001","17564.18"
"135002","17564.23"
"135003","17564.28"
"135004","17564.32"
"135005","17564.39"
"135006","17564.41"
"135007","17564.42"
"135008","17564.47"
"135009","17564.52"
"135010","17564.53"
"135011","17565.01"
"135012","17565.05"
"135013","17565.21"
"135014","17565.26"
"135015","17565.29"
"135016","17565.35"
"135017","17565.42"
"135018","17565.44"
"135019","17565.49"
"135020","17565.52"
"135021","17565.54"
"135022","17565.58"
"135023","17566.01"
"135024","17566.06"
"135025","17566.15"
"135026","17566.19"
"135027","17566.21"
"135028","17566.25"
"135029","17567.01"
"135030","17567.03"
"135031","17567.05"
"135032","17567.13"
"135033","17567.19"
"135034","17567.22"
"135035","17567.26"
"135036","17567.27"
"135037","17567.32"
"135038","17567.37"
"135039","17567.43"
"135040","17567.47"
"135041","17567.52"
"135042","17567.54"
"135043","17568.01"
"135044","17568.02"
"135045","17568.03"
"135046","17568.14"
"135047","17568.16"
"135048","17568.17"
"135049","17568.18"
"135050","17568.22"
"135051","17568.29"
"135052","17568.41"
"135053","17568.44"
"135054","17568.47"
"135055","17568.48"
"135056","17568.49"
"135057","17568.52"
"135058","17568.53"
"135059","17568.58"
"135060","17568.59"
"135061","17569.01"
"135062","17569.04"
"135063","17569.05"
"135064","17569.06"
"135065","17569.12"
"135066","17569.13"
"135067","17569.15"
"135068","17569.18"
"135069","17569.19"
"135070","17569.22"
"135071","17569.24"
"135072","17569.26"
"135073","17569.27"
"135074","17569.28"
"135075","17569.29"
"135076","17569.31"
"135077","17569.37"
"135078","17569.39"
"135079","17569.43"
"135080","17569.45"
"135081","17569.47"
"135082","17569.51"
"135083","17569.53"
"135084","17569.56"
"135085","17569.57"
"135086","17570.01"
"135087","17570.03"
"135088","17570.07"
"135089","17570.16"
"135090","17570.19"
"135091","17570.21"
"135092","17570.22"
"135093","17570.24"
"135094","17570.35"
"135095","17570.38"
"135096","17570.39"
"135097","17570.43"
"135098","17570.44"
"135099","17570.46"
"135100","17570.47"
"135101","17570.51"
"135102","17570.59"
"135103","17571.03"
